time,timestamp,longitude,latitude,z,sea_surface_height_above_sea_level
2019-06-18T01:00:00Z,1560819600,,,0,-0.006096
2019-06-18T02:00:00Z,1560823200,,,0,0.012192
2019-06-18T03:00:00Z,1560826800,,,0,0.021336
2019-06-18T04:00:00Z,1560830400,,,0,0.082296
2019-06-18T05:00:00Z,1560834000,,,0,0.10668
2019-06-18T06:00:00Z,1560837600,,,0,0.115824
2019-06-18T07:00:00Z,1560841200,,,0,0.073152
2019-06-18T08:00:00Z,1560844800,,,0,0.039624
2019-06-18T09:00:00Z,1560848400,,,0,-0.021336
2019-06-18T10:00:00Z,1560852000,,,0,-0.04572
2019-06-18T11:00:00Z,1560855600,,,0,-0.073152
2019-06-18T12:00:00Z,1560859200,,,0,-0.100584
2019-06-18T13:00:00Z,1560862800,,,0,-0.109728
2019-06-18T14:00:00Z,1560866400,,,0,-0.079248
2019-06-18T15:00:00Z,1560870000,,,0,-0.064008
2019-06-18T16:00:00Z,1560873600,,,0,-0.033528
2019-06-18T17:00:00Z,1560877200,,,0,0.009144
2019-06-18T18:00:00Z,1560880800,,,0,0.024384
2019-06-18T19:00:00Z,1560884400,,,0,0.018288
2019-06-18T20:00:00Z,1560888000,,,0,0.024384
2019-06-18T21:00:00Z,1560891600,,,0,-0.012192
2019-06-18T22:00:00Z,1560895200,,,0,-0.039624
2019-06-18T23:00:00Z,1560898800,,,0,-0.057912
2019-06-19T00:00:00Z,1560902400,,,0,-0.06096
2019-06-19T01:00:00Z,1560906000,,,0,-0.070104
2019-06-19T02:00:00Z,1560909600,,,0,-0.057912
2019-06-19T03:00:00Z,1560913200,,,0,-0.054864
2019-06-19T04:00:00Z,1560916800,,,0,0.006096
2019-06-19T05:00:00Z,1560920400,,,0,0.027432
2019-06-19T06:00:00Z,1560924000,,,0,0.06096
2019-06-19T07:00:00Z,1560927600,,,0,0.085344
2019-06-19T08:00:00Z,1560931200,,,0,0.070104
2019-06-19T09:00:00Z,1560934800,,,0,0.033528
2019-06-19T10:00:00Z,1560938400,,,0,0.009144
2019-06-19T11:00:00Z,1560942000,,,0,0.009144
2019-06-19T12:00:00Z,1560945600,,,0,0
2019-06-19T13:00:00Z,1560949200,,,0,-0.01524
2019-06-19T14:00:00Z,1560952800,,,0,-0.027432
2019-06-19T15:00:00Z,1560956400,,,0,0.012192
2019-06-19T16:00:00Z,1560960000,,,0,0.054864
2019-06-19T17:00:00Z,1560963600,,,0,0.10668
2019-06-19T18:00:00Z,1560967200,,,0,0.155448
2019-06-19T19:00:00Z,1560970800,,,0,0.176784
2019-06-19T20:00:00Z,1560974400,,,0,0.173736
2019-06-19T21:00:00Z,1560978000,,,0,0.134112
2019-06-19T22:00:00Z,1560981600,,,0,0.085344
2019-06-19T23:00:00Z,1560985200,,,0,0.057912
2019-06-20T00:00:00Z,1560988800,,,0,0.048768
2019-06-20T01:00:00Z,1560992400,,,0,0.033528
2019-06-20T02:00:00Z,1560996000,,,0,0.01524
2019-06-20T03:00:00Z,1560999600,,,0,0.018288
2019-06-20T04:00:00Z,1561003200,,,0,0.06096
2019-06-20T05:00:00Z,1561006800,,,0,0.100584
2019-06-20T06:00:00Z,1561010400,,,0,0.146304
2019-06-20T07:00:00Z,1561014000,,,0,0.161544
2019-06-20T09:00:00Z,1561021200,,,0,0.18288
2019-06-20T10:00:00Z,1561024800,,,0,0.134112
2019-06-20T11:00:00Z,1561028400,,,0,0.094488
2019-06-20T12:00:00Z,1561032000,,,0,0.067056
2019-06-20T13:00:00Z,1561035600,,,0,0.067056
2019-06-20T14:00:00Z,1561039200,,,0,0.073152
2019-06-20T15:00:00Z,1561042800,,,0,0.073152
2019-06-20T16:00:00Z,1561046400,,,0,0.094488
2019-06-20T18:00:00Z,1561053600,,,0,0.155448
